Kinase,Compound,Predicted_Kd_Category
MYLK,AC220,>300nM
"EGFR(L858R,T790M)",AG-013736,>300nM
RSK4(Kin.Dom.1-N-terminal),CHIR-258/TKI-258,<300nM
RSK2(Kin.Dom.1-N-terminal),AC220,>300nM
HIPK2,Gefitinib,>300nM
CAMK4,ABT-869,>300nM
CAMK1,PKC-412,<300nM
PRKX,AT-7519,>300nM
TYRO3,MLN-8054,>300nM
ULK1,MLN-120B,>300nM
MELK,LY-317615,>300nM
ACVR2B,CEP-701,<300nM
MYLK2,HKI-272,>300nM
EPHA6,Imatinib,>300nM
TRKC,INCB18424,>300nM
"EGFR(L747-E749del, A750P)",AST-487,<300nM
ASK1,BMS-540215,>300nM
AKT1,SGX-523,>300nM
ACVR2B,CHIR-258/TKI-258,>300nM
MAK,BI-2536,>300nM
MAP3K2,TAE-684,<300nM
BRSK1,TG-101348,>300nM
PIK3CA(E545K),AB-1010,>300nM
PRKG2,BIBW-2992,>300nM
LCK,GDC-0941,>300nM
PDGFRA,PKC-412,<300nM
ABL1(F317L)-nonphosphorylated,KW-2449,<300nM
DRAK1,A-674563,<300nM
EPHA4,LY-317615,>300nM
EPHA8,A-674563,>300nM
IRAK3,BMS-540215,>300nM
HIPK2,ABT-869,>300nM
PKN2,TAE-684,<300nM
"KIT(V559D,T670I)",Staurosporine,<300nM
MYLK2,MLN-8054,>300nM
TNK1,MLN-8054,>300nM
CSNK1G2,AC220,>300nM
TTK,PKC-412,<300nM
ITK,AT-7519,>300nM
TLK1,AC220,>300nM
SRPK1,AZD-2171,>300nM
DRAK1,Nilotinib,>300nM
MST1,CHIR-258/TKI-258,>300nM
GSK3B,TG-101348,<300nM
CSNK2A2,Nilotinib,>300nM
DYRK1A,PLX-4720,>300nM
RIPK4,Erlotinib,>300nM
PCTK1,BIRB-796,>300nM
PDPK1,SGX-523,>300nM
DCAMKL3,AG-013736,<300nM
CDK4-cyclinD3,MLN-518,>300nM
SRPK3,CEP-701,<300nM
TRPM6,AZD-1152HQPA,>300nM
EGFR(L861Q),Imatinib,>300nM
ERN1,AZD-1152HQPA,>300nM
MEK4,Imatinib,>300nM
TRPM6,TG-101348,>300nM
YSK1,AC220,>300nM
DYRK1A,AZD-6244/ARRY-886,>300nM
BRAF(V600E),LY-317615,>300nM
ICK,PP-242,>300nM
TESK1,Pazopanib,>300nM
NDR1,PLX-4720,>300nM
PFTK1,KW-2449,<300nM
RAF1,Nilotinib,>300nM
CDKL2,BI-2536,>300nM
TXK,AT-7519,>300nM
EIF2AK1,Staurosporine,<300nM
PDGFRA,SB-203580,>300nM
DRAK2,Gefitinib,>300nM
CSNK1E,ABT-869,>300nM
PIK3CA(E545A),CP-690550,>300nM
TYK2(JH1domain-catalytic),PP-242,<300nM
FGFR2,Staurosporine,<300nM
PIK3CA(M1043I),TAE-684,>300nM
MST3,SGX-523,>300nM
CIT,CHIR-258/TKI-258,<300nM
CDC2L2,SGX-523,>300nM
PLK3,Crizotinib,>300nM
ULK1,PHA-665752,>300nM
FLT3(D835H),MLN-120B,>300nM
PDGFRA,CI-1033,<300nM
RIOK3,R547,>300nM
FLT4,CEP-701,<300nM
INSR,R547,>300nM
p38-delta,MLN-8054,>300nM
MYLK2,AST-487,<300nM
SYK,Dasatinib,>300nM
CSNK1G2,BIBW-2992,>300nM
ERBB4,PHA-665752,>300nM
PIK3CA(H1047Y),Nilotinib,>300nM
ABL1(Y253F)-phosphorylated,AB-1010,<300nM
MTOR,GSK-690693,>300nM
BTK,MLN-120B,>300nM
ASK1,Staurosporine,<300nM
MTOR,PLX-4720,>300nM
NDR1,CI-1033,>300nM
ASK2,TG-101348,>300nM
JAK3(JH1domain-catalytic),AZD-2171,<300nM
CLK3,JNJ-28312141,<300nM
BIKE,LY-333531,<300nM
EGFR(E746-A750del),CHIR-265/RAF-265,>300nM
BMPR2,AB-1010,>300nM
PRKD2,CP-690550,>300nM
CSNK1D,BIBW-2992,>300nM
WEE1,BIBW-2992,>300nM
TRKA,PTK-787,>300nM
AAK1,JNJ-28312141,<300nM
CSNK1A1,GSK-690693,>300nM
ARK5,AC220,>300nM
HIPK4,AT-7519,<300nM
MAP3K1,SB-203580,>300nM
EPHA8,BI-2536,>300nM
IRAK3,AST-487,<300nM
CAMK1D,A-674563,>300nM
CDK5,ABT-869,>300nM
NLK,AG-013736,>300nM
JNK2,JNJ-28312141,<300nM
PRKD2,AC220,>300nM
PAK6,AZD-1152HQPA,>300nM
PHKG1,PP-242,<300nM
RET(M918T),GW-2580,>300nM
EGFR(L858R),Lapatinib,<300nM
BMPR1B,LY-333531,>300nM
PIK3CA(E545A),BMS-540215,>300nM
HIPK1,AZD-6244/ARRY-886,>300nM
ERK3,Erlotinib,>300nM
WEE2,ABT-869,>300nM
AKT1,R406,>300nM
INSRR,PLX-4720,>300nM
NDR2,A-674563,>300nM
IKK-alpha,R406,<300nM
MAP3K1,CHIR-258/TKI-258,>300nM
YANK3,AG-013736,>300nM
FGFR1,INCB18424,>300nM
BIKE,BI-2536,>300nM
TGFBR1,TAE-684,<300nM
TESK1,Erlotinib,>300nM
PHKG1,BIRB-796,>300nM
KIT(L576P),TAE-684,<300nM
EPHA3,HKI-272,>300nM
CDK3,HKI-272,>300nM
ZAP70,BMS-345541,>300nM
PCTK2,LY-317615,>300nM
DRAK2,PP-242,<300nM
TYRO3,R406,<300nM
JAK3(JH1domain-catalytic),CHIR-258/TKI-258,<300nM
FLT1,CHIR-265/RAF-265,<300nM
ERN1,BIBW-2992,>300nM
NEK9,AZD-6244/ARRY-886,>300nM
CDC2L5,AG-013736,>300nM
PKN1,TAE-684,<300nM
KIT(D816V),BMS-540215,<300nM
YSK1,AST-487,<300nM
TRKC,R406,<300nM
EPHA4,R406,<300nM
DYRK2,TAE-684,<300nM
LKB1,TAE-684,<300nM
PRKCE,AC220,>300nM
PDPK1,R406,>300nM
CAMK2A,PD-173955,>300nM
DRAK1,Vandetanib,>300nM
NEK7,AT-7519,>300nM
EPHB4,PD-173955,<300nM
PRKG1,Dasatinib,>300nM
PRKR,PKC-412,<300nM
ERK5,R547,>300nM
EGFR(L858R),Ki-20227,>300nM
SRPK2,KW-2449,<300nM
EPHB2,TG-101348,<300nM
STK16,AG-013736,>300nM
CDK4-cyclinD3,INCB18424,>300nM
MKNK1,LY-317615,>300nM
PRKCD,AT-7519,>300nM
RSK3(Kin.Dom.1-N-terminal),AG-013736,>300nM
ERK3,Crizotinib,>300nM
GRK7,Ki-20227,>300nM
ABL1-nonphosphorylated,PHA-665752,<300nM
FLT3(D835Y),LY-317615,<300nM
STK35,BIBW-2992,>300nM
TNK2,CP-690550,>300nM
MRCKA,Gefitinib,>300nM
IKK-epsilon,AT-7519,>300nM
BMPR1B,TG-101348,<300nM
STK33,Staurosporine,<300nM
NEK6,AZD-1152HQPA,>300nM
AXL,TG-101348,<300nM
EIF2AK1,PD-173955,>300nM
CHEK1,CHIR-265/RAF-265,>300nM
CAMK2A,Erlotinib,>300nM
RIPK2,BIRB-796,<300nM
SIK2,PLX-4720,>300nM
PIK3C2B,R547,>300nM
MEK1,Pazopanib,<300nM
FGR,SGX-523,>300nM
RSK3(Kin.Dom.1-N-terminal),HKI-272,>300nM
p38-gamma,JNJ-28312141,>300nM
YSK1,CHIR-258/TKI-258,>300nM
BRAF(V600E),MLN-8054,>300nM
MAP3K4,A-674563,>300nM
MEK6,Flavopiridol,>300nM
PRKG2,CP-690550,>300nM
ULK3,LY-333531,>300nM
NEK7,Pazopanib,>300nM
ALK,Nilotinib,>300nM
MYO3B,PKC-412,>300nM
PYK2,R406,<300nM
TLK2,AB-1010,>300nM
DCAMKL3,BI-2536,<300nM
PIK3CA,AZD-6244/ARRY-886,>300nM
"EGFR(L747-S752del, P753S)",AZD-6244/ARRY-886,>300nM
PHKG1,R406,<300nM
VRK2,GW-2580,>300nM
CSF1R,Crizotinib,<300nM
CDK9,PP-242,>300nM
DYRK2,PP-242,<300nM
RET(V804L),AG-013736,<300nM
PIK3CA(I800L),INCB18424,>300nM
CLK3,CHIR-265/RAF-265,>300nM
QSK,PKC-412,<300nM
MRCKB,BMS-540215,>300nM
TYK2(JH2domain-pseudokinase),Pazopanib,<300nM
LYN,GW-2580,>300nM
MAP3K2,Erlotinib,>300nM
NEK3,Gefitinib,>300nM
ERK2,GDC-0879,>300nM
PRKCD,AB-1010,>300nM
CSNK1E,Nilotinib,>300nM
AMPK-alpha2,MLN-8054,>300nM
JAK1(JH1domain-catalytic),AZD-2171,>300nM
PLK4,BIRB-796,>300nM
EGFR(E746-A750del),PLX-4720,>300nM
LYN,BI-2536,>300nM
CLK2,TG-101348,<300nM
NEK6,Staurosporine,<300nM
EGFR(L861Q),INCB18424,>300nM
GRK1,BMS-387032/SNS-032,>300nM
SIK2,Erlotinib,>300nM
CAMKK1,AZD-2171,>300nM
TLK1,Imatinib,>300nM
AKT1,CEP-701,<300nM
PAK7,PD-173955,>300nM
LCK,PP-242,<300nM
ABL1(F317L)-nonphosphorylated,Dasatinib,<300nM
TBK1,Vandetanib,>300nM
CSNK1G3,PKC-412,>300nM
MST1R,R547,>300nM
ROCK1,MLN-8054,>300nM
S6K1,PHA-665752,<300nM
MST1,AB-1010,>300nM
PIK3CA(E545K),BMS-540215,>300nM
PLK4,Vandetanib,<300nM
LTK,A-674563,>300nM
PFCDPK1(P.falciparum),GSK-690693,>300nM
LOK,BIBW-2992,>300nM
RSK3(Kin.Dom.2-C-terminal),AST-487,>300nM
PAK1,Ki-20227,>300nM
DCAMKL2,PKC-412,<300nM
PRKX,Gefitinib,>300nM
PHKG1,PHA-665752,<300nM
PFCDPK1(P.falciparum),A-674563,<300nM
PIK3CA(E545A),Erlotinib,>300nM
RIPK4,TAE-684,<300nM
PIK3CA(M1043I),GDC-0941,<300nM
YSK1,AZD-2171,>300nM
CSF1R,MLN-518,<300nM
ABL1(Q252H)-phosphorylated,R406,<300nM
RET(V804M),GSK-690693,>300nM
RIPK4,MLN-518,>300nM
STK36,Lapatinib,>300nM
EPHA4,CHIR-265/RAF-265,>300nM
CDK11,LY-317615,>300nM
PIK4CB,A-674563,>300nM
STK35,Vandetanib,>300nM
BMPR1A,AST-487,>300nM
SBK1,R406,<300nM
ACVR2B,MLN-8054,>300nM
DAPK2,AST-487,>300nM
JNK3,ABT-869,<300nM
ABL1(E255K)-phosphorylated,CHIR-258/TKI-258,<300nM
LKB1,GDC-0941,>300nM
"EGFR(L747-S752del, P753S)",PHA-665752,>300nM
DYRK1A,AST-487,<300nM
PRKCI,PD-173955,>300nM
MYLK2,BMS-345541,>300nM
MARK4,Pazopanib,>300nM
ALK,R547,>300nM
FYN,BMS-540215,>300nM
ABL1(F317L)-phosphorylated,LY-333531,>300nM
RSK3(Kin.Dom.1-N-terminal),Ki-20227,>300nM
BMPR1A,JNJ-28312141,>300nM
PIP5K2B,HKI-272,>300nM
CDK5,Flavopiridol,<300nM
PFPK5(P.falciparum),AZD-2171,>300nM
CHEK2,Lapatinib,>300nM
FLT3(ITD),TAE-684,<300nM
MST4,MLN-8054,>300nM
CLK4,BIBW-2992,>300nM
CTK,AZD-6244/ARRY-886,>300nM
ACVR1,PP-242,<300nM
MST2,PLX-4720,>300nM
TEC,CP-690550,>300nM
TAOK3,BI-2536,<300nM
RIPK2,Lapatinib,>300nM
HIPK2,Nilotinib,>300nM
FLT3(R834Q),Vandetanib,<300nM
CDK4-cyclinD3,PTK-787,>300nM
RET(V804M),Gefitinib,>300nM
VRK2,BMS-345541,>300nM
NDR1,MLN-8054,>300nM
BRAF,AZD-6244/ARRY-886,>300nM
PIK3CA(E542K),AST-487,>300nM
ABL1(H396P)-phosphorylated,R547,>300nM
CAMK2B,AST-487,>300nM
MYLK2,MLN-120B,>300nM
GSK3A,Lapatinib,>300nM
FES,CHIR-258/TKI-258,<300nM
FLT3(D835Y),Dasatinib,<300nM
YSK1,AB-1010,>300nM
PRKCD,BIRB-796,>300nM
PRKG2,GDC-0879,>300nM
ACVR1,Crizotinib,<300nM
PAK2,CHIR-258/TKI-258,>300nM
JAK2(JH1domain-catalytic),Staurosporine,<300nM
NDR1,PHA-665752,>300nM
PFPK5(P.falciparum),Pazopanib,>300nM
PIK3CD,PD-173955,>300nM
CHEK1,BMS-387032/SNS-032,>300nM
FAK,A-674563,>300nM
PIP5K2C,GW-2580,>300nM
MARK1,PKC-412,>300nM
ANKK1,JNJ-28312141,>300nM
HCK,INCB18424,>300nM
DCAMKL1,AG-013736,>300nM
PDGFRB,GW-2580,>300nM
WEE2,PD-173955,>300nM
CDK2,MLN-518,>300nM
CHEK2,ABT-869,>300nM
DLK,MLN-8054,>300nM
ITK,GDC-0941,>300nM
"EGFR(L747-S752del, P753S)",GDC-0941,>300nM
PIM3,MLN-120B,>300nM
EIF2AK1,INCB18424,>300nM
ABL1(Q252H)-phosphorylated,AB-1010,<300nM
TAOK1,Vandetanib,>300nM
YANK3,R547,>300nM
ZAK,HKI-272,>300nM
RAF1,SB-203580,>300nM
AAK1,LY-317615,>300nM
PIP5K1A,AST-487,>300nM
TSSK1B,SB-203580,>300nM
CDK3,Crizotinib,>300nM
LRRK2,AZD-1152HQPA,>300nM
TXK,KW-2449,<300nM
p38-beta,Imatinib,>300nM
ABL1(T315I)-phosphorylated,MLN-120B,>300nM
TLK1,Lapatinib,>300nM
CAMKK2,TG-101348,<300nM
PRP4,PP-242,>300nM
MRCKB,BIBW-2992,>300nM
FYN,CP-690550,>300nM
EPHA4,AZD-1152HQPA,>300nM
PIK3CB,AG-013736,>300nM
RIPK1,PTK-787,>300nM
NEK4,AZD-2171,>300nM
ULK1,PKC-412,>300nM
ROS1,PTK-787,>300nM
RSK2(Kin.Dom.1-N-terminal),GDC-0879,>300nM
HIPK4,BIBW-2992,<300nM
MAP4K4,CHIR-265/RAF-265,>300nM
CAMK4,GW-2580,>300nM
FES,AST-487,<300nM
JAK3(JH1domain-catalytic),TAE-684,<300nM
PDGFRB,AG-013736,<300nM
ASK1,AZD-1152HQPA,>300nM
MST2,TG-101348,<300nM
PIK3CB,KW-2449,>300nM
CLK1,Imatinib,>300nM
PIK3CG,BMS-540215,>300nM
WEE1,MLN-120B,>300nM
ABL2,GSK-690693,>300nM
GRK7,AT-7519,>300nM
MUSK,R547,>300nM
HUNK,ABT-869,>300nM
MYO3B,Pazopanib,>300nM
AXL,Nilotinib,>300nM
PIP5K1A,AZD-1152HQPA,>300nM
MET(Y1235D),CI-1033,<300nM
"EGFR(L858R,T790M)",AZD-6244/ARRY-886,>300nM
EGFR(G719S),Ki-20227,>300nM
AKT3,A-674563,>300nM
YES,Staurosporine,<300nM
NEK6,SGX-523,>300nM
PIK3CD,Ki-20227,>300nM
TBK1,MLN-518,>300nM
AURKC,AT-7519,>300nM
PRKG2,Erlotinib,>300nM
BMPR1B,Erlotinib,>300nM
DYRK2,ABT-869,>300nM
TAOK3,ABT-869,<300nM
MAP4K3,AT-7519,>300nM
STK33,PD-173955,>300nM
PIK3CA(E545K),CEP-701,>300nM
SYK,AZD-2171,>300nM
STK16,HKI-272,>300nM
LKB1,Crizotinib,>300nM
ABL1(H396P)-nonphosphorylated,Pazopanib,<300nM
MEK6,BI-2536,>300nM
DCAMKL2,TAE-684,<300nM
PIK3CA(E545A),Staurosporine,>300nM
ACVR2A,AG-013736,>300nM
MAP3K15,JNJ-28312141,>300nM
INSR,AC220,>300nM
EPHB1,AZD-1152HQPA,>300nM
KIT(A829P),Lapatinib,>300nM
DAPK1,CHIR-265/RAF-265,>300nM
MLK1,Erlotinib,>300nM
KIT(V559D),PTK-787,>300nM
YANK2,R547,>300nM
DLK,CP-690550,>300nM
DAPK1,Staurosporine,<300nM
TYK2(JH2domain-pseudokinase),Crizotinib,<300nM
LRRK2(G2019S),PKC-412,<300nM
ADCK4,AZD-2171,>300nM
DYRK1A,BMS-540215,>300nM
CDK11,Gefitinib,>300nM
TEC,INCB18424,>300nM
CLK2,LY-333531,<300nM
GRK4,Erlotinib,>300nM
NIM1,CEP-701,<300nM
VRK2,GDC-0941,>300nM
SBK1,Dasatinib,>300nM
MKNK2,LY-317615,>300nM
AKT2,BMS-345541,>300nM
CSF1R,SB-203580,<300nM
MST1,Dasatinib,>300nM
ABL1(E255K)-phosphorylated,HKI-272,<300nM
CAMK2D,TAE-684,<300nM
TXK,Dasatinib,>300nM
HPK1,AST-487,<300nM
PHKG1,AZD-6244/ARRY-886,>300nM
PIK4CB,BMS-540215,>300nM
"EGFR(L747-E749del, A750P)",PKC-412,<300nM
MST1,PP-242,>300nM
EGFR(L861Q),PD-173955,<300nM
SLK,AG-013736,<300nM
YANK1,AST-487,<300nM
LIMK2,ABT-869,>300nM
DAPK1,Pazopanib,>300nM
TLK1,CI-1033,>300nM
MLK1,TAE-684,<300nM
RPS6KA5(Kin.Dom.1-N-terminal),CI-1033,>300nM
GRK4,GW-2580,>300nM
PKNB(M.tuberculosis),ABT-869,>300nM
CDKL2,GW-2580,>300nM
CDK7,Nilotinib,>300nM
PHKG1,Erlotinib,>300nM
MEK4,Ki-20227,>300nM
PDGFRB,CI-1033,<300nM
WEE1,CP-690550,>300nM
ABL1(Q252H)-nonphosphorylated,ABT-869,>300nM
MKNK2,SB-203580,>300nM
FGFR4,MLN-8054,>300nM
PLK2,PHA-665752,>300nM
PRKG1,SB-203580,>300nM
BMX,GDC-0941,>300nM
MAK,AG-013736,>300nM
WEE2,GDC-0941,>300nM
FLT3(D835Y),Lapatinib,>300nM
YSK4,JNJ-28312141,<300nM
PRKCQ,GDC-0941,>300nM
EPHA5,AB-1010,>300nM
MEK6,PLX-4720,>300nM
p38-alpha,AG-013736,>300nM
PRKD3,Flavopiridol,<300nM
LKB1,GW-2580,>300nM
TRKB,INCB18424,>300nM
PIM1,GDC-0941,>300nM
YANK2,LY-333531,>300nM
BRSK1,Vandetanib,>300nM
ABL1(Q252H)-phosphorylated,TAE-684,<300nM
DCAMKL3,MLN-8054,>300nM
CASK,PHA-665752,>300nM
IRAK4,AZD-6244/ARRY-886,>300nM
JNK1,AZD-6244/ARRY-886,>300nM
MYLK4,PP-242,<300nM
MAP3K2,BIRB-796,>300nM
PIK3CA(E542K),Erlotinib,>300nM
MEK3,Pazopanib,>300nM
TEC,BIRB-796,>300nM
MRCKA,ABT-869,>300nM
MYLK4,BMS-540215,>300nM
HIPK4,Vandetanib,<300nM
RET(V804M),KW-2449,<300nM
INSR,SGX-523,>300nM
TLK1,Dasatinib,>300nM
p38-beta,Pazopanib,>300nM
PKNB(M.tuberculosis),CI-1033,>300nM
CSK,BMS-540215,>300nM
NEK3,AZD-1152HQPA,>300nM
DRAK2,PHA-665752,>300nM
ADCK4,R547,>300nM
GRK7,GDC-0941,>300nM
JNK1,Imatinib,>300nM
CAMK2D,PHA-665752,>300nM
ERK8,Gefitinib,>300nM
YSK1,Erlotinib,>300nM
CDK7,Imatinib,>300nM
NEK9,CEP-701,<300nM
CSNK1D,LY-317615,>300nM
IKK-epsilon,AST-487,<300nM
CDKL3,GDC-0941,>300nM
MET(Y1235D),BMS-345541,>300nM
FGFR4,LY-333531,>300nM
FLT3(N841I),TG-101348,<300nM
RPS6KA5(Kin.Dom.2-C-terminal),MLN-120B,>300nM
PIP5K2C,BIBW-2992,>300nM
TYK2(JH1domain-catalytic),Pazopanib,<300nM
TIE1,GSK-690693,>300nM
CSNK1A1,Staurosporine,<300nM
TLK1,Gefitinib,>300nM
LIMK2,R406,<300nM
TAOK2,BI-2536,>300nM
CAMKK1,GSK-1838705A,>300nM
MET,A-674563,>300nM
PIK3CA(I800L),Vandetanib,>300nM
DCAMKL3,TAE-684,<300nM
SRMS,PLX-4720,>300nM
ABL1(Q252H)-nonphosphorylated,AB-1010,<300nM
YSK1,LY-317615,>300nM
ABL1(Y253F)-phosphorylated,AT-7519,>300nM
YSK1,CI-1033,>300nM
"EGFR(L858R,T790M)",AST-487,<300nM
EGFR,PP-242,<300nM
YANK3,GDC-0879,>300nM
RIOK1,LY-317615,>300nM
PHKG2,JNJ-28312141,<300nM
MARK4,Staurosporine,<300nM
EPHB1,GSK-1838705A,>300nM
BRAF(V600E),PKC-412,<300nM
LTK,R547,>300nM
PFTAIRE2,R406,<300nM
CSF1R,INCB18424,<300nM
RSK1(Kin.Dom.1-N-terminal),CHIR-258/TKI-258,<300nM
MRCKA,AST-487,>300nM
JNK1,GSK-1838705A,>300nM
CDK7,AZD-2171,>300nM
CSNK1A1L,INCB18424,>300nM
HIPK3,INCB18424,<300nM
EPHA5,TAE-684,<300nM
SRMS,Staurosporine,<300nM
SYK,JNJ-28312141,>300nM
ABL1(F317L)-phosphorylated,AZD-2171,<300nM
ABL1(F317L)-nonphosphorylated,TG-101348,<300nM
IRAK4,SB-203580,>300nM
CSNK1A1L,Imatinib,>300nM
MARK2,HKI-272,>300nM
MEK5,LY-317615,<300nM
NEK5,Nilotinib,>300nM
RIPK1,SB-203580,>300nM
MARK4,GW-2580,>300nM
CSNK1A1L,HKI-272,>300nM
CLK1,GSK-690693,<300nM
DLK,PP-242,<300nM
MTOR,SGX-523,>300nM
CAMK2B,GSK-690693,>300nM
RET,CP-690550,>300nM
PRP4,AST-487,<300nM
CDC2L5,GSK-690693,>300nM
FYN,Staurosporine,<300nM
BIKE,Erlotinib,>300nM
EGFR(S752-I759del),AC220,>300nM
NEK6,GW-2580,>300nM
JAK3(JH1domain-catalytic),GDC-0879,>300nM
LYN,Crizotinib,<300nM
AAK1,BIBW-2992,>300nM
RIOK3,BI-2536,>300nM
EPHA3,ABT-869,>300nM
TRKA,AZD-1152HQPA,>300nM
ANKK1,LY-333531,>300nM
EPHA8,MLN-8054,>300nM
ULK1,KW-2449,<300nM
INSR,Nilotinib,>300nM
EGFR(T790M),KW-2449,<300nM
FLT3(ITD),BIBW-2992,>300nM
TLK1,AB-1010,>300nM
MTOR,CHIR-258/TKI-258,>300nM
CAMK2D,TG-101348,<300nM
ERBB4,BIBW-2992,>300nM
TNIK,Erlotinib,<300nM
LCK,PD-173955,<300nM
CSNK1G3,BIBW-2992,>300nM
IRAK1,GDC-0941,>300nM
PKNB(M.tuberculosis),R406,<300nM
CTK,LY-333531,>300nM
INSR,CI-1033,>300nM
DRAK2,CEP-701,<300nM
SRC,AT-7519,>300nM
PRKD1,CP-690550,>300nM
ABL1(F317L)-nonphosphorylated,CHIR-258/TKI-258,<300nM
RIPK1,Crizotinib,>300nM
INSRR,AZD-2171,>300nM
CAMKK1,Imatinib,>300nM
EPHB6,PKC-412,<300nM
SRPK2,GDC-0879,>300nM
TAOK3,AC220,>300nM
PYK2,INCB18424,>300nM
RSK1(Kin.Dom.1-N-terminal),BIRB-796,>300nM
GRK7,CI-1033,>300nM
ZAK,Staurosporine,<300nM
VEGFR2,MLN-518,>300nM
CSK,Dasatinib,<300nM
ICK,CHIR-265/RAF-265,>300nM
MEK5,TG-101348,<300nM
EGFR(L858R),Staurosporine,<300nM
PKN1,PHA-665752,>300nM
PLK4,PD-173955,<300nM
CAMK2B,AB-1010,>300nM
CSNK1A1L,SB-203580,>300nM
TYRO3,Dasatinib,>300nM
JNK1,Vandetanib,>300nM
DAPK3,BIBW-2992,>300nM
ACVR1,MLN-518,>300nM
DMPK2,R406,<300nM
FLT4,Crizotinib,<300nM
MAPKAPK5,GSK-690693,>300nM
FAK,SB-203580,>300nM
CDK3,Gefitinib,>300nM
MAP3K2,AZD-2171,>300nM
RIPK4,Crizotinib,>300nM
STK39,Vandetanib,>300nM
GRK4,Nilotinib,>300nM
MYLK4,PTK-787,>300nM
TYRO3,MLN-518,>300nM
ALK,TAE-684,<300nM
CSF1R,GW-2580,>300nM
QSK,GSK-690693,>300nM
CAMKK2,PTK-787,>300nM
TYK2(JH1domain-catalytic),PLX-4720,>300nM
FYN,AB-1010,>300nM
PDPK1,ABT-869,>300nM
JNK2,BMS-540215,>300nM
MELK,AZD-2171,>300nM
ABL2,Flavopiridol,>300nM
MAP4K5,TAE-684,<300nM
PRKD1,R547,>300nM
KIT,R547,>300nM
CLK3,ABT-869,>300nM
ERBB3,CHIR-265/RAF-265,>300nM
TNK2,AST-487,<300nM
NDR2,R547,>300nM
VEGFR2,JNJ-28312141,<300nM
CDKL5,GW-2580,>300nM
LTK,Ki-20227,>300nM
BRAF(V600E),HKI-272,>300nM
p38-beta,Flavopiridol,>300nM
BMX,AST-487,<300nM
CDK3,PTK-787,>300nM
MAP4K4,Dasatinib,<300nM
DLK,PKC-412,<300nM
PAK7,Gefitinib,>300nM
AMPK-alpha1,TAE-684,<300nM
MST1R,Pazopanib,>300nM
ERK8,KW-2449,<300nM
LYN,R406,<300nM
FES,R547,>300nM
BMPR1B,R547,>300nM
ABL1-nonphosphorylated,Pazopanib,<300nM
MUSK,R406,<300nM
DCAMKL3,AT-7519,>300nM
MYLK,CEP-701,<300nM
PKN1,AZD-1152HQPA,>300nM
PDGFRA,PHA-665752,<300nM
PKN2,GSK-1838705A,>300nM
RIOK1,BMS-345541,>300nM
MEK5,AZD-1152HQPA,<300nM
CAMKK1,Vandetanib,>300nM
HPK1,AZD-6244/ARRY-886,>300nM
CSNK2A2,CI-1033,>300nM
TNNI3K,KW-2449,<300nM
AXL,GDC-0941,>300nM
ULK1,PP-242,<300nM
NDR2,KW-2449,>300nM
PIM3,LY-333531,>300nM
FRK,PHA-665752,<300nM
CSNK1G2,BI-2536,>300nM
PKMYT1,PD-173955,>300nM
ABL1-nonphosphorylated,INCB18424,>300nM
RIOK2,PLX-4720,>300nM
ROS1,INCB18424,>300nM
JAK3(JH1domain-catalytic),R547,>300nM
HPK1,TG-101348,<300nM
ABL1(F317L)-phosphorylated,ABT-869,>300nM
ABL1(H396P)-phosphorylated,TG-101348,<300nM
ABL1(F317L)-nonphosphorylated,AT-7519,>300nM
RSK4(Kin.Dom.2-C-terminal),GDC-0941,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),AB-1010,>300nM
PDPK1,CI-1033,>300nM
ERK3,R547,>300nM
HPK1,CEP-701,<300nM
CDK5,GSK-1838705A,>300nM
CDC2L1,Nilotinib,>300nM
TGFBR2,CP-690550,>300nM
PRKD2,MLN-518,>300nM
TIE2,MLN-518,>300nM
EGFR(L861Q),PHA-665752,>300nM
SRC,BIRB-796,<300nM
KIT(L576P),PHA-665752,<300nM
ABL1(M351T)-phosphorylated,Dasatinib,<300nM
AMPK-alpha1,Erlotinib,>300nM
CDKL3,Vandetanib,>300nM
MAP3K1,Crizotinib,>300nM
ALK,CHIR-258/TKI-258,<300nM
IKK-alpha,BMS-540215,>300nM
FLT3(K663Q),GSK-690693,>300nM
BMPR1B,PLX-4720,>300nM
ERBB3,AC220,>300nM
STK35,CI-1033,>300nM
MYLK,Pazopanib,<300nM
CSNK1E,PHA-665752,>300nM
TAOK1,Staurosporine,<300nM
ERK8,BMS-540215,>300nM
ZAK,BMS-540215,>300nM
PDPK1,PTK-787,>300nM
ALK,LY-317615,>300nM
PCTK1,MLN-120B,>300nM
TRPM6,Nilotinib,>300nM
KIT(V559D),PHA-665752,<300nM
IRAK3,AZD-6244/ARRY-886,>300nM
TNK1,LY-317615,>300nM
ABL1(H396P)-phosphorylated,BI-2536,>300nM
ERBB2,BMS-345541,>300nM
PRKD3,PP-242,>300nM
ERK5,R406,<300nM
QSK,BMS-540215,>300nM
DAPK3,BMS-387032/SNS-032,>300nM
GAK,AZD-1152HQPA,<300nM
HUNK,GDC-0941,>300nM
MLK3,AZD-2171,>300nM
MLK3,AC220,>300nM
TNNI3K,CHIR-265/RAF-265,>300nM
PRKCE,BMS-345541,>300nM
PLK4,PTK-787,>300nM
TRPM6,Gefitinib,>300nM
PIK3CA(H1047L),R406,>300nM
FLT3,SGX-523,>300nM
BMPR1B,SGX-523,>300nM
