Kinase,Compound,Predicted_Kd_Category
AAK1,Ki-20227,>300nM
MAST1,PP-242,>300nM
CDKL1,Lapatinib,>300nM
FGFR3,Pazopanib,>300nM
PIK4CB,CHIR-258/TKI-258,>300nM
MARK2,Flavopiridol,>300nM
ZAK,Erlotinib,>300nM
PCTK3,CHIR-265/RAF-265,>300nM
"EGFR(L747-T751del,Sins)",CI-1033,<300nM
ABL1(H396P)-phosphorylated,CHIR-265/RAF-265,>300nM
IRAK1,CHIR-265/RAF-265,>300nM
MLK1,Dasatinib,>300nM
BMPR2,PLX-4720,>300nM
ITK,AB-1010,>300nM
CAMKK1,MLN-120B,>300nM
MARK2,BMS-540215,>300nM
ASK1,AZD-1152HQPA,>300nM
RIPK1,ABT-869,>300nM
DMPK2,MLN-120B,>300nM
MKNK2,TG-101348,>300nM
"KIT(V559D,T670I)",Pazopanib,<300nM
AAK1,GDC-0879,>300nM
MAP3K2,AZD-2171,>300nM
MARK3,AB-1010,>300nM
EPHB3,Crizotinib,>300nM
DCAMKL1,BIRB-796,>300nM
NEK5,Imatinib,>300nM
LATS1,ABT-869,>300nM
PIK3CA(Q546K),AG-013736,>300nM
PIK3CA(I800L),LY-333531,>300nM
RET(V804L),LY-333531,>300nM
ARK5,CHIR-258/TKI-258,>300nM
NEK5,PTK-787,>300nM
FLT1,Dasatinib,>300nM
MST1R,TAE-684,>300nM
S6K1,Flavopiridol,>300nM
MRCKB,INCB18424,>300nM
ERK1,A-674563,>300nM
PRKX,MLN-8054,>300nM
MST1,GDC-0879,>300nM
FGFR2,PTK-787,>300nM
SIK,Gefitinib,>300nM
SRPK2,PKC-412,<300nM
CDKL1,PD-173955,>300nM
ACVRL1,Gefitinib,>300nM
RSK1(Kin.Dom.1-N-terminal),SGX-523,>300nM
PIK3CA(I800L),AC220,>300nM
NEK6,Lapatinib,>300nM
TRKB,BMS-345541,>300nM
ASK2,TAE-684,>300nM
EPHB1,PD-173955,<300nM
S6K1,Staurosporine,<300nM
MST1R,PKC-412,>300nM
PAK4,BIRB-796,>300nM
TAK1,AG-013736,>300nM
VRK2,MLN-518,>300nM
EPHB4,GW-2580,>300nM
DAPK1,Gefitinib,>300nM
p38-alpha,PLX-4720,>300nM
BMPR1B,CHIR-258/TKI-258,>300nM
AURKA,GW-2580,>300nM
EGFR(T790M),CP-690550,>300nM
EGFR(E746-A750del),INCB18424,>300nM
DAPK3,Pazopanib,>300nM
FGR,GW-2580,>300nM
MKNK1,GDC-0879,>300nM
ACVR2B,BMS-345541,>300nM
IRAK3,BMS-387032/SNS-032,>300nM
EPHB3,TAE-684,>300nM
AAK1,AZD-2171,>300nM
EGFR(S752-I759del),Dasatinib,>300nM
HIPK3,HKI-272,>300nM
FGFR2,AG-013736,>300nM
GRK4,CEP-701,<300nM
MKNK2,Pazopanib,>300nM
CDC2L2,PKC-412,>300nM
RSK1(Kin.Dom.1-N-terminal),AG-013736,>300nM
DAPK1,PTK-787,>300nM
MEK4,PD-173955,>300nM
CSNK1G1,Flavopiridol,>300nM
AURKA,CHIR-258/TKI-258,>300nM
MKK7,TAE-684,>300nM
CDK9,BIBW-2992,>300nM
CIT,TG-101348,>300nM
MST1,MLN-120B,>300nM
EGFR(G719S),PHA-665752,>300nM
BMPR1A,PTK-787,>300nM
PFTK1,AG-013736,>300nM
CDK4-cyclinD1,Nilotinib,>300nM
PKAC-beta,SB-203580,>300nM
DYRK1A,Flavopiridol,>300nM
MAP4K2,INCB18424,>300nM
PIM3,Gefitinib,>300nM
SgK110,Staurosporine,<300nM
INSR,R547,>300nM
EGFR(L861Q),AZD-2171,>300nM
DRAK2,PHA-665752,>300nM
PKNB(M.tuberculosis),BMS-345541,>300nM
EGFR(S752-I759del),MLN-8054,>300nM
PRKG1,Dasatinib,>300nM
GSK3B,BI-2536,>300nM
EPHB2,MLN-120B,>300nM
SRMS,INCB18424,>300nM
SGK3,Gefitinib,>300nM
RET(V804L),GW-2580,>300nM
PIK3CG,Crizotinib,>300nM
PYK2,AT-7519,>300nM
MELK,BMS-387032/SNS-032,>300nM
DYRK1A,CHIR-258/TKI-258,>300nM
EGFR(T790M),CHIR-258/TKI-258,>300nM
FER,AB-1010,>300nM
SRC,Nilotinib,>300nM
CHEK1,AZD-2171,>300nM
MST2,LY-333531,>300nM
GSK3A,Erlotinib,>300nM
TTK,LY-317615,>300nM
ALK,KW-2449,>300nM
FLT3(R834Q),BIRB-796,>300nM
PIM2,AG-013736,>300nM
FAK,GSK-690693,>300nM
AKT1,PLX-4720,>300nM
JAK3(JH1domain-catalytic),AZD-6244/ARRY-886,>300nM
EPHA2,GW-2580,>300nM
HIPK1,Staurosporine,<300nM
EGFR(L858R),ABT-869,>300nM
FLT3(ITD),SB-203580,>300nM
CDK2,AZD-6244/ARRY-886,>300nM
CSNK1A1L,BI-2536,>300nM
PIK3CA(E545A),MLN-120B,>300nM
ARK5,MLN-518,>300nM
LATS1,LY-333531,>300nM
PKMYT1,PTK-787,>300nM
BMPR1B,Erlotinib,>300nM
ABL2,HKI-272,>300nM
EGFR(L858R),Dasatinib,<300nM
CSF1R,BMS-345541,>300nM
PFTK1,AB-1010,>300nM
PHKG2,BIBW-2992,>300nM
STK16,GSK-1838705A,>300nM
CDK2,CHIR-258/TKI-258,>300nM
BMX,PHA-665752,>300nM
TNK2,PD-173955,>300nM
PIP5K2B,Vandetanib,>300nM
EPHA5,Ki-20227,>300nM
CDC2L1,GW-2580,>300nM
EPHA8,Staurosporine,<300nM
ABL1(F317I)-phosphorylated,GDC-0879,>300nM
KIT(D816H),AB-1010,>300nM
MAPKAPK5,R547,>300nM
TNK2,SGX-523,>300nM
TNK2,Erlotinib,>300nM
TRKA,HKI-272,>300nM
SRMS,GSK-690693,>300nM
RIPK1,R547,>300nM
MYO3B,AB-1010,>300nM
DMPK2,INCB18424,>300nM
ERN1,BIRB-796,>300nM
TSSK1B,INCB18424,>300nM
AKT2,JNJ-28312141,>300nM
CLK2,ABT-869,>300nM
JAK2(JH1domain-catalytic),Erlotinib,>300nM
MYLK4,R547,>300nM
MAP3K3,TG-101348,>300nM
WEE1,Gefitinib,>300nM
RSK3(Kin.Dom.1-N-terminal),PHA-665752,>300nM
FLT3,AC220,<300nM
QSK,BIBW-2992,>300nM
CLK1,PHA-665752,>300nM
RIPK5,GDC-0941,>300nM
PRKCH,BMS-345541,>300nM
CDK4-cyclinD3,Crizotinib,>300nM
SIK2,GDC-0941,>300nM
MERTK,R547,>300nM
"EGFR(L858R,T790M)",HKI-272,<300nM
VEGFR2,TG-101348,>300nM
MST1R,CHIR-258/TKI-258,>300nM
SNARK,A-674563,>300nM
YANK2,Lapatinib,>300nM
PCTK2,Gefitinib,>300nM
MEK2,Imatinib,>300nM
TRKB,Dasatinib,>300nM
HUNK,BIRB-796,>300nM
MAPKAPK5,TAE-684,>300nM
NLK,AZD-2171,>300nM
MST3,GW-2580,>300nM
RIOK3,HKI-272,>300nM
PIK3C2B,TG-101348,>300nM
ERK2,TAE-684,>300nM
RET(V804L),BIBW-2992,>300nM
CDKL5,Nilotinib,>300nM
MAP4K2,BMS-540215,>300nM
DLK,R406,>300nM
TXK,BIBW-2992,>300nM
FLT3(K663Q),Crizotinib,>300nM
PDGFRA,MLN-120B,>300nM
LIMK1,BI-2536,>300nM
FLT3(D835Y),A-674563,<300nM
PIP5K1A,SB-203580,>300nM
MEK6,JNJ-28312141,>300nM
SLK,GSK-1838705A,>300nM
MAP4K3,GSK-690693,>300nM
MAP3K3,AB-1010,>300nM
EPHB4,R547,>300nM
TGFBR1,PHA-665752,>300nM
CTK,BI-2536,>300nM
RIPK5,AC220,>300nM
CDKL1,JNJ-28312141,>300nM
SRPK3,AZD-6244/ARRY-886,>300nM
TNNI3K,BI-2536,>300nM
RIPK5,Imatinib,>300nM
CAMK1G,PLX-4720,>300nM
IRAK3,CHIR-265/RAF-265,>300nM
BRK,GSK-690693,>300nM
FLT3(K663Q),BIRB-796,>300nM
ABL1(E255K)-phosphorylated,AST-487,<300nM
TYK2(JH1domain-catalytic),R406,<300nM
PIK3C2B,Pazopanib,>300nM
ADCK3,Pazopanib,>300nM
MTOR,GSK-1838705A,>300nM
"EGFR(L747-T751del,Sins)",AB-1010,>300nM
CIT,CEP-701,>300nM
EGFR(L861Q),Staurosporine,>300nM
PDPK1,GSK-1838705A,>300nM
MAP3K15,Erlotinib,>300nM
MST2,JNJ-28312141,<300nM
ABL1(Q252H)-phosphorylated,LY-317615,>300nM
LRRK2,GDC-0941,>300nM
KIT(V559D),Dasatinib,<300nM
MLK3,SB-203580,>300nM
GRK4,Gefitinib,>300nM
BRAF,GSK-1838705A,>300nM
PCTK3,MLN-8054,>300nM
MARK4,Lapatinib,>300nM
ASK2,SB-203580,>300nM
MAP4K3,GDC-0879,>300nM
DLK,Imatinib,>300nM
IKK-beta,TAE-684,<300nM
LRRK2,GW-2580,>300nM
FLT4,CHIR-258/TKI-258,>300nM
RIOK1,KW-2449,>300nM
LZK,GSK-1838705A,>300nM
FLT1,TAE-684,<300nM
CSNK1A1L,PP-242,>300nM
CDK9,Vandetanib,>300nM
CLK4,AZD-6244/ARRY-886,>300nM
p38-delta,Ki-20227,>300nM
DMPK2,PKC-412,>300nM
IKK-epsilon,Ki-20227,>300nM
RSK1(Kin.Dom.2-C-terminal),Pazopanib,>300nM
FYN,Nilotinib,>300nM
DYRK1B,BIBW-2992,>300nM
ERN1,BI-2536,>300nM
PRKCH,Staurosporine,<300nM
CSNK1G1,JNJ-28312141,>300nM
EPHA6,Gefitinib,>300nM
TYK2(JH1domain-catalytic),BMS-345541,>300nM
PFPK5(P.falciparum),MLN-120B,>300nM
PKMYT1,MLN-8054,>300nM
FLT3,GDC-0879,>300nM
RSK4(Kin.Dom.2-C-terminal),Gefitinib,>300nM
PKNB(M.tuberculosis),Nilotinib,>300nM
MST4,Imatinib,>300nM
NDR2,CEP-701,<300nM
DCAMKL3,ABT-869,>300nM
AKT3,AZD-1152HQPA,>300nM
ABL1(Q252H)-nonphosphorylated,Pazopanib,>300nM
AKT3,Flavopiridol,>300nM
PDGFRA,AT-7519,>300nM
AMPK-alpha2,Gefitinib,>300nM
"KIT(V559D,V654A)",R547,>300nM
SYK,GDC-0879,>300nM
AMPK-alpha1,BIRB-796,>300nM
MKNK1,CHIR-265/RAF-265,>300nM
FGFR3(G697C),INCB18424,>300nM
BRAF,Gefitinib,>300nM
DYRK1A,A-674563,>300nM
RIPK2,GSK-690693,>300nM
p38-gamma,MLN-8054,>300nM
RIPK4,KW-2449,>300nM
ADCK4,BI-2536,>300nM
"EGFR(L747-E749del, A750P)",PKC-412,>300nM
ACVR1,Vandetanib,>300nM
SRPK1,GDC-0941,>300nM
p38-alpha,Ki-20227,>300nM
PKAC-beta,Flavopiridol,>300nM
LOK,PHA-665752,>300nM
MYLK4,PLX-4720,>300nM
PCTK3,AB-1010,>300nM
PIM1,Lapatinib,>300nM
CDC2L5,AC220,>300nM
GRK7,MLN-8054,>300nM
PDGFRB,BMS-345541,>300nM
ZAP70,AZD-2171,>300nM
TNK2,Pazopanib,>300nM
p38-gamma,Nilotinib,>300nM
EPHA7,A-674563,>300nM
EGFR(G719S),CP-690550,>300nM
CAMK2D,PHA-665752,>300nM
MST1R,PP-242,>300nM
PIM1,PLX-4720,>300nM
LOK,AST-487,<300nM
CSNK2A2,BIRB-796,>300nM
"GCN2(Kin.Dom.2,S808G)",GW-2580,>300nM
BIKE,Vandetanib,>300nM
PIM1,BIBW-2992,>300nM
FAK,TG-101348,>300nM
EGFR(E746-A750del),Dasatinib,<300nM
ABL1(T315I)-nonphosphorylated,CP-690550,>300nM
ERK3,MLN-8054,>300nM
TEC,R406,>300nM
ARK5,CP-690550,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),INCB18424,>300nM
MKNK2,MLN-8054,>300nM
PFPK5(P.falciparum),BMS-540215,>300nM
JNK3,MLN-518,>300nM
PIM2,PKC-412,>300nM
p38-gamma,KW-2449,>300nM
CHEK1,CI-1033,>300nM
MERTK,PHA-665752,>300nM
MARK1,A-674563,>300nM
PIK3CA(E545A),PTK-787,>300nM
BTK,BI-2536,>300nM
PYK2,CEP-701,<300nM
EPHB3,MLN-8054,>300nM
LATS1,MLN-120B,>300nM
MARK1,MLN-120B,>300nM
MYO3A,MLN-518,>300nM
MELK,HKI-272,>300nM
LYN,Pazopanib,>300nM
LOK,CHIR-265/RAF-265,>300nM
LTK,BIBW-2992,>300nM
SRPK2,BIBW-2992,>300nM
JNK2,Gefitinib,>300nM
PRKCD,PKC-412,>300nM
ADCK4,TG-101348,>300nM
NEK4,CHIR-258/TKI-258,>300nM
RET(M918T),BIBW-2992,>300nM
RIPK2,AB-1010,>300nM
FLT1,TG-101348,<300nM
MEK4,Nilotinib,>300nM
IGF1R,MLN-8054,>300nM
FGFR1,CI-1033,>300nM
AKT2,AB-1010,>300nM
BLK,PKC-412,>300nM
LATS2,GDC-0941,>300nM
PCTK1,SGX-523,>300nM
BIKE,BMS-387032/SNS-032,>300nM
MEK3,Lapatinib,>300nM
MTOR,AG-013736,>300nM
EPHA2,PTK-787,>300nM
MAP4K3,TG-101348,>300nM
PAK2,A-674563,>300nM
p38-alpha,BI-2536,>300nM
NDR1,CI-1033,>300nM
ERK8,BIRB-796,>300nM
ABL1(F317I)-phosphorylated,ABT-869,>300nM
ULK3,CI-1033,>300nM
ABL1(F317L)-nonphosphorylated,PD-173955,<300nM
SNARK,GSK-1838705A,>300nM
EGFR(G719S),PKC-412,>300nM
RSK3(Kin.Dom.1-N-terminal),Staurosporine,<300nM
MKNK1,AZD-6244/ARRY-886,>300nM
BMPR2,JNJ-28312141,>300nM
CSNK1A1,JNJ-28312141,>300nM
FLT3(K663Q),AZD-1152HQPA,<300nM
ZAP70,AZD-1152HQPA,>300nM
MST2,LY-317615,>300nM
FLT4,PP-242,>300nM
MEK2,PLX-4720,>300nM
MKNK1,LY-333531,>300nM
SNARK,GDC-0941,>300nM
ABL1(F317L)-phosphorylated,AG-013736,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),AZD-1152HQPA,>300nM
SRMS,MLN-518,>300nM
CAMK2D,Pazopanib,>300nM
PKAC-beta,Vandetanib,>300nM
NDR1,GDC-0879,>300nM
DDR1,Flavopiridol,>300nM
EPHA4,CHIR-265/RAF-265,>300nM
KIT(A829P),Lapatinib,>300nM
MAP3K3,AT-7519,>300nM
p38-delta,LY-317615,>300nM
VRK2,SB-203580,>300nM
PDPK1,Lapatinib,>300nM
FGFR1,MLN-8054,>300nM
PAK3,CHIR-258/TKI-258,>300nM
HUNK,CI-1033,>300nM
TAOK1,Dasatinib,>300nM
HIPK2,SB-203580,>300nM
ERK8,BIBW-2992,>300nM
WEE2,SB-203580,>300nM
ABL1(H396P)-phosphorylated,CEP-701,>300nM
GRK1,Vandetanib,>300nM
ABL2,INCB18424,>300nM
PIK3CA(E542K),AZD-6244/ARRY-886,>300nM
ABL1(E255K)-phosphorylated,AZD-6244/ARRY-886,>300nM
SRPK2,MLN-518,>300nM
YANK3,TAE-684,>300nM
ABL1(T315I)-nonphosphorylated,PD-173955,<300nM
RIPK2,AZD-6244/ARRY-886,>300nM
DRAK2,Pazopanib,>300nM
PFCDPK1(P.falciparum),CEP-701,<300nM
S6K1,Gefitinib,>300nM
CSNK1G3,Ki-20227,>300nM
PRKR,SB-203580,>300nM
DMPK,AZD-2171,>300nM
MRCKB,TG-101348,>300nM
IRAK4,MLN-120B,>300nM
FAK,HKI-272,>300nM
SIK2,PD-173955,>300nM
MEK3,CP-690550,>300nM
EGFR(T790M),ABT-869,>300nM
CDK2,ABT-869,>300nM
PKAC-alpha,Staurosporine,<300nM
RPS6KA5(Kin.Dom.2-C-terminal),LY-333531,>300nM
HIPK3,PTK-787,>300nM
ABL2,SGX-523,>300nM
TNK2,PTK-787,>300nM
MERTK,Lapatinib,>300nM
RIPK5,Staurosporine,<300nM
SgK110,BIRB-796,>300nM
YANK3,AT-7519,>300nM
RET,LY-333531,>300nM
TYK2(JH1domain-catalytic),GW-2580,>300nM
MLK2,SB-203580,>300nM
NEK3,GSK-1838705A,>300nM
PYK2,GSK-1838705A,>300nM
CASK,GSK-690693,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),TG-101348,>300nM
EGFR(L858R),AST-487,>300nM
MAPKAPK2,MLN-518,>300nM
PRKCH,ABT-869,>300nM
RIPK1,Gefitinib,>300nM
MEK4,PTK-787,>300nM
PIK3CB,CHIR-265/RAF-265,>300nM
EGFR,KW-2449,>300nM
CDK8,GDC-0941,>300nM
ARK5,SB-203580,>300nM
ABL1(Y253F)-phosphorylated,CHIR-258/TKI-258,<300nM
BRSK2,PLX-4720,>300nM
DCAMKL3,BMS-540215,>300nM
OSR1,SB-203580,>300nM
CLK3,GDC-0879,>300nM
PLK1,AG-013736,>300nM
CAMK4,Ki-20227,>300nM
RET(V804L),MLN-120B,>300nM
MAP4K4,TAE-684,>300nM
CDC2L2,Imatinib,>300nM
ERBB2,PD-173955,>300nM
FLT4,BMS-345541,>300nM
PIM2,GSK-690693,>300nM
HIPK2,CI-1033,>300nM
KIT,Crizotinib,>300nM
PDGFRA,Imatinib,<300nM
HCK,Pazopanib,>300nM
SYK,TG-101348,>300nM
FRK,Vandetanib,>300nM
EPHB1,R547,>300nM
ULK3,Ki-20227,>300nM
TNK2,GSK-690693,>300nM
AKT3,MLN-518,>300nM
CSNK1A1,GW-2580,>300nM
CAMK1D,GSK-690693,>300nM
AAK1,GSK-690693,>300nM
LRRK2(G2019S),R547,>300nM
p38-alpha,HKI-272,>300nM
PIK3CA(E542K),PP-242,>300nM
"EGFR(L747-T751del,Sins)",Dasatinib,>300nM
FGFR1,GDC-0879,>300nM
PRKX,PLX-4720,>300nM
EGFR(T790M),Erlotinib,<300nM
CSNK1D,SB-203580,<300nM
MARK3,Erlotinib,>300nM
AKT1,TAE-684,>300nM
NEK7,MLN-518,>300nM
IKK-alpha,HKI-272,>300nM
ABL1(F317I)-nonphosphorylated,GDC-0941,>300nM
MET(Y1235D),PLX-4720,>300nM
SNARK,KW-2449,<300nM
PIK4CB,AZD-2171,>300nM
OSR1,PKC-412,>300nM
SIK2,MLN-518,>300nM
ANKK1,ABT-869,>300nM
KIT(A829P),PTK-787,<300nM
SIK,GSK-690693,>300nM
SRC,Imatinib,>300nM
EPHB4,BMS-387032/SNS-032,>300nM
PHKG1,GSK-1838705A,>300nM
HPK1,GSK-690693,>300nM
CAMK2A,MLN-8054,>300nM
TAK1,ABT-869,>300nM
MTOR,R406,>300nM
CSNK1G3,SB-203580,>300nM
MELK,BIRB-796,>300nM
TIE2,GW-2580,>300nM
SRPK3,R547,>300nM
PIM2,BMS-345541,>300nM
ACVR2A,GDC-0879,>300nM
SRPK2,Gefitinib,>300nM
PIM3,AB-1010,>300nM
AKT2,GDC-0941,>300nM
EGFR(G719S),Crizotinib,>300nM
BMPR1B,AZD-1152HQPA,>300nM
AAK1,PLX-4720,>300nM
PIP5K2C,AC220,>300nM
"EGFR(L747-S752del, P753S)",Pazopanib,>300nM
PDPK1,Nilotinib,>300nM
NEK4,Nilotinib,>300nM
CAMK2D,Crizotinib,>300nM
MTOR,CHIR-258/TKI-258,>300nM
PHKG2,PHA-665752,>300nM
NDR1,R406,>300nM
MEK1,LY-333531,>300nM
EPHA4,AZD-1152HQPA,>300nM
MEK4,GSK-1838705A,>300nM
PLK1,Staurosporine,<300nM
CASK,MLN-518,>300nM
GRK4,MLN-8054,>300nM
CDK11,GDC-0941,>300nM
RET,SGX-523,>300nM
PKN2,LY-317615,>300nM
LKB1,CHIR-258/TKI-258,>300nM
CSNK1G2,LY-317615,>300nM
PIK3CA(I800L),CEP-701,>300nM
AMPK-alpha1,GSK-690693,>300nM
EPHA8,BMS-345541,>300nM
INSRR,LY-317615,>300nM
ABL1(F317I)-nonphosphorylated,AZD-1152HQPA,>300nM
CDK2,GDC-0879,>300nM
FLT3(N841I),Vandetanib,>300nM
FLT3(N841I),Nilotinib,>300nM
PIK3CA(E542K),BMS-387032/SNS-032,>300nM
TYK2(JH2domain-pseudokinase),CI-1033,>300nM
CAMK2G,BIBW-2992,>300nM
MAP3K2,GDC-0941,>300nM
ROCK2,AZD-1152HQPA,>300nM
RSK4(Kin.Dom.1-N-terminal),TG-101348,>300nM
YANK1,MLN-8054,>300nM
CDKL2,A-674563,>300nM
RIOK2,PP-242,>300nM
SRPK2,ABT-869,>300nM
FYN,KW-2449,>300nM
IGF1R,Erlotinib,>300nM
PIK3CA(H1047Y),ABT-869,>300nM
PIK3CA(E545K),R406,>300nM
GSK3B,MLN-8054,>300nM
SGK3,Crizotinib,>300nM
"EGFR(L747-E749del, A750P)",Imatinib,>300nM
CSNK1A1L,CI-1033,>300nM
DAPK1,BMS-540215,>300nM
EGFR(G719S),Vandetanib,<300nM
DMPK,CHIR-265/RAF-265,>300nM
PRKCE,BMS-345541,>300nM
FGFR2,PLX-4720,>300nM
PIP5K2C,BIBW-2992,>300nM
IGF1R,AZD-2171,>300nM
YES,PHA-665752,>300nM
ERBB4,BIBW-2992,>300nM
MST1,PLX-4720,>300nM
FER,PD-173955,>300nM
SgK110,CHIR-265/RAF-265,>300nM
PIK3CA(H1047L),MLN-120B,>300nM
LIMK2,CP-690550,>300nM
RSK1(Kin.Dom.2-C-terminal),BMS-345541,>300nM
PAK3,TAE-684,>300nM
JNK1,Erlotinib,>300nM
MLK1,LY-333531,>300nM
PIP5K1A,JNJ-28312141,>300nM
RSK4(Kin.Dom.1-N-terminal),PHA-665752,>300nM
PIK3C2G,CHIR-258/TKI-258,>300nM
ROCK1,BMS-345541,>300nM
NEK6,BMS-345541,>300nM
EPHA6,CP-690550,>300nM
HIPK1,BI-2536,>300nM
BMX,AG-013736,>300nM
MYLK,AB-1010,>300nM
LIMK2,AST-487,>300nM
HCK,AT-7519,>300nM
MYLK4,AT-7519,>300nM
ABL1(Q252H)-phosphorylated,AZD-2171,<300nM
CDK4-cyclinD3,Imatinib,>300nM
MARK4,LY-317615,>300nM
NDR1,INCB18424,>300nM
MRCKB,AZD-6244/ARRY-886,>300nM
CSNK1D,PD-173955,>300nM
AKT2,MLN-120B,>300nM
TNK2,TAE-684,>300nM
TRPM6,LY-317615,>300nM
CAMK1,Vandetanib,>300nM
CSNK1E,HKI-272,>300nM
TRKB,AZD-6244/ARRY-886,>300nM
ANKK1,TG-101348,>300nM
ACVRL1,INCB18424,>300nM
WEE1,GSK-690693,>300nM
JNK1,Vandetanib,>300nM
PFCDPK1(P.falciparum),AT-7519,>300nM
MARK4,CI-1033,>300nM
CIT,Ki-20227,>300nM
EPHB1,CEP-701,>300nM
DYRK1A,Gefitinib,>300nM
ERBB4,Ki-20227,>300nM
CDK11,Imatinib,>300nM
NIM1,BMS-387032/SNS-032,>300nM
PLK3,Imatinib,>300nM
TNNI3K,BIBW-2992,>300nM
MLK1,A-674563,>300nM
ABL1(E255K)-phosphorylated,AB-1010,<300nM
MST1R,AT-7519,>300nM
RET,AZD-6244/ARRY-886,>300nM
PRKD3,R406,>300nM
FAK,GSK-1838705A,>300nM
CSNK1G2,PHA-665752,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),CI-1033,>300nM
TNNI3K,AZD-6244/ARRY-886,>300nM
EPHA6,LY-333531,>300nM
ERK2,INCB18424,>300nM
DAPK1,TAE-684,>300nM
MERTK,PTK-787,>300nM
BLK,GW-2580,>300nM
ERBB3,AZD-2171,>300nM
GRK1,Imatinib,>300nM
TRKA,TAE-684,<300nM
BRAF,MLN-518,>300nM
MEK2,ABT-869,>300nM
FLT3(ITD),PLX-4720,>300nM
LIMK1,CI-1033,>300nM
ABL1(Y253F)-phosphorylated,CI-1033,<300nM
RIOK2,Lapatinib,>300nM
DRAK1,R547,>300nM
BMPR1A,AZD-1152HQPA,>300nM
CSNK1A1L,AB-1010,>300nM
NEK11,TG-101348,>300nM
KIT(A829P),TG-101348,<300nM
ACVR2B,LY-333531,>300nM
MST3,PTK-787,>300nM
RET(M918T),AZD-6244/ARRY-886,>300nM
ADCK3,Dasatinib,>300nM
PRKR,TG-101348,>300nM
TXK,KW-2449,>300nM
CDK2,R406,>300nM
MYLK,CP-690550,>300nM
LIMK1,BMS-387032/SNS-032,>300nM
FGR,BIRB-796,>300nM
SBK1,BIRB-796,>300nM
JAK1(JH1domain-catalytic),Dasatinib,>300nM
ASK1,GDC-0941,>300nM
VEGFR2,TAE-684,<300nM
HCK,KW-2449,>300nM
EGFR(L861Q),MLN-518,>300nM
GRK1,R547,>300nM
NEK5,Ki-20227,>300nM
EPHA7,LY-317615,>300nM
PLK3,Vandetanib,>300nM
CAMKK1,MLN-518,>300nM
IKK-beta,AC220,>300nM
NEK11,CI-1033,>300nM
PIK3CA(I800L),Flavopiridol,>300nM
FER,GW-2580,>300nM
ADCK4,BIBW-2992,>300nM
KIT(L576P),CEP-701,<300nM
FGFR1,AT-7519,>300nM
CDK4-cyclinD1,Lapatinib,>300nM
NIM1,AZD-1152HQPA,>300nM
RIOK2,SGX-523,>300nM
LATS2,Crizotinib,>300nM
MST1,Imatinib,>300nM
PIP5K1C,R406,>300nM
BRSK2,LY-317615,>300nM
MUSK,BI-2536,>300nM
RIPK2,AT-7519,>300nM
MEK2,BI-2536,>300nM
FLT3(K663Q),BI-2536,>300nM
LOK,Erlotinib,>300nM
YANK3,TG-101348,>300nM
CAMK1,CHIR-265/RAF-265,>300nM
"EGFR(L858R,T790M)",Pazopanib,>300nM
PCTK1,BIBW-2992,>300nM
HCK,Imatinib,>300nM
CAMK1G,AT-7519,>300nM
BMPR2,BIRB-796,>300nM
TYK2(JH1domain-catalytic),LY-333531,>300nM
AURKA,AST-487,>300nM
CAMK1,AT-7519,>300nM
LRRK2,AZD-6244/ARRY-886,>300nM
DCAMKL1,SGX-523,>300nM
FGR,MLN-518,>300nM
RET(M918T),AB-1010,>300nM
OSR1,Ki-20227,>300nM
GAK,GSK-1838705A,>300nM
ERK2,AST-487,>300nM
BMPR1A,Erlotinib,>300nM
MET(Y1235D),BMS-345541,>300nM
LOK,GSK-690693,>300nM
PRKCH,SGX-523,>300nM
TLK2,Lapatinib,>300nM
SNARK,BIRB-796,>300nM
FLT3(D835Y),AB-1010,>300nM
MKNK2,R547,>300nM
SIK,TAE-684,<300nM
CDK5,Vandetanib,>300nM
NEK11,GSK-690693,>300nM
CDK4-cyclinD3,R547,<300nM
PHKG1,GDC-0941,>300nM
EGFR(S752-I759del),Imatinib,>300nM
RSK1(Kin.Dom.2-C-terminal),BI-2536,>300nM
ABL1(Q252H)-phosphorylated,Gefitinib,>300nM
BRAF,AT-7519,>300nM
CDK9,BMS-345541,>300nM
EPHB4,GDC-0879,>300nM
RIPK2,Nilotinib,>300nM
TAK1,HKI-272,>300nM
STK39,Nilotinib,>300nM
ERBB2,INCB18424,>300nM
ABL2,PHA-665752,>300nM
DCAMKL3,PP-242,>300nM
JAK3(JH1domain-catalytic),Nilotinib,>300nM
MKNK2,MLN-518,>300nM
PCTK2,Flavopiridol,>300nM
ERBB4,CEP-701,>300nM
EPHA3,CEP-701,>300nM
SYK,BI-2536,>300nM
ABL1(F317L)-phosphorylated,AZD-6244/ARRY-886,>300nM
TIE2,Imatinib,>300nM
CIT,AZD-1152HQPA,>300nM
TNIK,Flavopiridol,>300nM
SBK1,TAE-684,<300nM
EPHA7,Nilotinib,>300nM
DAPK3,PKC-412,>300nM
RET(V804M),R406,<300nM
AAK1,Lapatinib,>300nM
BMPR2,CEP-701,>300nM
"EGFR(L747-S752del, P753S)",Imatinib,>300nM
TNK1,Imatinib,>300nM
FGFR4,Lapatinib,>300nM
ABL1-phosphorylated,Lapatinib,>300nM
MYLK4,MLN-120B,>300nM
